Authors	Title	Year	Type	Source	Publisher	ArticleURL	Volume	Issue	StartPage	EndPage
KV Evtushenko	The first record of the salticid spiders Sibianor larae and S. tantulus (Aranei, Salticidae) in Ukraine	2015	Article	Vestnik zoologii		http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/vzl_2015_49_2_12.pdf	49	2	185	186
T Blick	Vorstellung und derzeitiger Stand der Inventarisierung der Spinnenfauna (Arachnida: Araneae) im Nationalpark Kellerwald-Edersee (Nordhessen, Deutschland …	2015	Article	Mitt. Dtsch. Ges. Allg. Angew. Ent.		https://www.researchgate.net/profile/Theo-Blick/publication/291972901_Vorstellung_und_derzeitiger_Stand_der_Inventarisierung_der_Spinnenfauna_Arachnida_Araneae_im_Nationalpark_Kellerwald-Edersee_Nordhessen_Deutschland_Presentation_and_current_status_of_the_inventory_of_/links/56b8d86d08ae0a89c12f8ec4/Vorstellung-und-derzeitiger-Stand-der-Inventarisierung-der-Spinnenfauna-Arachnida-Araneae-im-Nationalpark-Kellerwald-Edersee-Nordhessen-Deutschland-Presentation-and-current-status-of-the-inventory-of.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9	20	NA	123	129
J Lissner	A new synonym of Lathys heterophthalma Kulczyński, 1891 (Araneae: Dictynidae	2016	Article	Arthropoda Selecta		https://scispace.com/pdf/a-new-synonym-of-lathys-heterophthalma-kulczynski-1891-5796ue71no.pdf	25	4	395	398
KH Kielhorn	Beitrag zur Kenntnis der Webspinnen und Weberknechte in Berlin und Brandenburg	2016	Article	Märkische Entomologische Nachrichten		https://araneae.nmbe.ch/pdfs/Kielhorn%202016%20MaerkEntNachr%2017_2%20p261-286%20Spinnen%20Weberknechte%20Berlin%20Brandenburg.pdf	17	2	261	286
H PETRISCHAK	Blütenbesucher und Blattlausräuber an Pfaffenhütchen (Euonymus europaeus)	2016	Article	Entomologie heute		https://www.researchgate.net/profile/Hannes-Petrischak/publication/344209460_Blutenbesucher_und_Blattlausrauber_an_Pfaffenhutchen_Euonymus_europaeus_-_Entomologie_heute_28_79-94/links/5f5bcfd9299bf1d43cfc966b/Bluetenbesucher-und-Blattlausraeuber-an-Pfaffenhuetchen-Euonymus-europaeus-Entomologie-heute-28-79-94.pdf	28	NA	79	94
M Schlüpmann, R Kricken	Das digitale Fundortkataster des Arbeitskreises Amphibien und Reptilien Nordrhein-Westfalen	2016	Article	Rana		https://www.zobodat.at/pdf/Rana_17_0038-0049.pdf	17	NA	38	49
S Zaenker, AL Schönhofer…	Das Höhlenlangbein Amilenus aurantiacus (Opiliones: Phalangiidae) ist Höhlentier des Jahres 2016 in Deutschland	2016	Article	Arachnologische Mitteilungen: Arachnology Letters		https://pdfs.semanticscholar.org/4d50/732a2cac3392bc91a45d2928bbb5c4cee6a0.pdf#page=83	52	NA	81	87
H Petrischak	Der Dornfinger–Deutschlands giftigste Spinne	2016	Article	Biologie in unserer Zeit	Wiley Online Library	https://onlinelibrary.wiley.com/doi/abs/10.1002/biuz.201690067	46	4	221	221
C Komposch, S Preiml, J Brandner	Der Namenlose Rückenkanker (Leiobunum sp., Opiliones) in Österreich - Dokumentation der Ausbreitung eines neuen invasiven Weberknechts	2016	Article	Joannea Zoologie		https://www.zobodat.at/pdf/JoanZoo_15_0187-0204.pdf	15		187	204
B Balkenhol, K Kürbis	Die Große Flussuferwolfspinne (Arctosa cinerea)–ein seltener und außergewöhnlicher Bewohner der Sandbänke und Strände	2016	Article	Naturschutzarbeit in Sachsen		https://slub.qucosa.de/api/qucosa%3A80660/attachment/ATT-0/?L=1#page=39	58	NA	76	81
C Hörweg	Die Konusspinne Cyclosa conica (Araneae: Araneidae) ist die Europäische Spinne des Jahres 2016	2016	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/user_upload/psb_publicationmanagement/pdf/AM52_78_80.pdf	52	NA	78	80
T Blick, F Burger	Die Spinnenfauna der Kurzumtriebsplantage Wöllershof von 1995 bis 2011	2016	Article	Berichte der Bayerischen Landesanstalt für Wald und Forstwirtschaft		https://lwf.bayern.de/mam/cms04/service/dateien/w79_gesamt_nbf.pdf#page=48	79	NA	49	60
M Lemke, M Hohner, E Merches, M Schäfer	Ergebnisse einer zweitägigen Spinnenaufsammlung (Arachnida: Araneae) in der Tagebaufolgelandschaft Goitzsche mit Anmerkungen zu bemerkenswerten Arten	2016	Article	Naturw. Beiträge Museum Dessau		https://www.researchgate.net/publication/320372129_Ergebnisse_einer_zweitagigen_Spinnenaufsammiung_Arachnida_Araneae_in_der_Tagebaufolgelandschaft_Goitzsche_mit_Anmerkungen_zu_bemerkenswerten_Arten_Mit_1_Tabelle_und_3_Abbildungen_Zusammenfassung	28	NA	29	42
R Rozwałka, T Rutkowski	First record of the expansive harvestmen Dicranopalpus ramosus (Simon, 1909)(Arachnida: Opiliones) in Poland	2016	Article	Fragmenta Faunistica		https://mndi.museunacional.ufrj.br/aracnologia/omniPaper2025/pdfs/minor/r/rozwal_rutkowski_2016_dicranopalpus_ramosus.pdf	59	1	65	71
R Rozwałka, P Bielak-Bielecki	First records of the alien spider Pandava laminata (Thorell, 1878)(Araneae: Titanoecidae) in Poland	2016	Article	Fragmenta Faunistica		https://www.researchgate.net/profile/Robert-Rozwalka/publication/318661296_First_records_of_the_alien_spider_Pandava_laminata_Thorell_1878_Araneae_Titanoecidae_in_Poland/links/597639650f7e9b4016bc4267/First-records-of-the-alien-spider-Pandava-laminata-Thorell-1878-Araneae-Titanoecidae-in-Poland.pdf	59	2	121	126
C Hörweg, J Dunlop, K Van Keer	L'araignée Européenne de l'année 2017	2016	Article	Nieuwsbr. Belg. Arachnol. Ver.		https://belgianspiders.be/wp-content/uploads/2017/11/Arabel-31-3-2016.pdf#page=33	31	3	143	148
A Bonn, J Settele, M Löw, E v Ruschkowski, A Andersen, V Grescho, S Hecker, H Inden-Heinrich, R Krämer, A Lischka, A Richter, S Wedekind, A Wiebe, M Wessel	Lebendiger Atlas - Natur Deutschland - Machbarkeitsstuddie	2016	Report		Helmholtz-Zentrum für Umweltforschung– UFZ und Deutsches Zentrum für integrative Biodiversitätsforschung (iDiv) Halle-Jena-Leipzig, Leipzig	https://www.ufz.de/export/data/global/128134_LAND_endbericht_machbarkeitsstudie_online.pdf			1	104
E Iorio, E Delfosse	Les opilions de la moitié nord de la France (Arachnida: Opiliones)	2016	Article	Mémoires de la Société Linnéenne de Bordeaux		https://www.researchgate.net/profile/Etienne-Iorio/publication/317870095_Les_opilions_de_la_moitie_nord_de_la_France_Arachnida_Opiliones_Toutes_les_bases_pour_etudier_ce_groupe_et_identifier_aisement_les_especes/links/65367c201d6e8a707048e19b/Les-opilions-de-la-moitie-nord-de-la-France-Arachnida-Opiliones-Toutes-les-bases-pour-etudier-ce-groupe-et-identifier-aisement-les-especes.pdf	17	NA	1	72
R Rozwałka, T Rutkowski…	New data on introduced and rare synanthropic spider species (Arachnida: Araneae) in Poland (II)	2016	Article	Annales Universitatis Mariae Curie-Sklodowska		https://bibliotekanauki.pl/articles/763883.pdf	71	1	59	85
N Schneider	Notules cécidologiques. Observations faites au Luxembourg (2000-2015)	2016	Article	Bulletin de la Société des naturalistes luxembourgeois		https://www.researchgate.net/profile/Nico-Schneider-2/publication/310793570_Notules_cecidologiques_Observations_faites_au_Luxembourg_2000-2015/links/5836efa808aed45931c81193/Notules-cecidologiques-Observations-faites-au-Luxembourg-2000-2015.pdf	NA	NA	NA	NA
S Stašiov, I H Tuf	Nový nález sekáče obroubeného (Opiliones: Sclerosomatidae: Leiobuninae: Leiobunum limbatum) na Slovensku	2016	Article	Acta Carpathica Occidentalis 		https://aco.muzeumvalassko.cz/pdfs/aco/2016/01/08.pdf	7	NA	56	57
K Hollá, A Šestáková, M Holecová…	On the new record of the sheet-web spider Erigonoplus foveatus comb. nov. from Slovakia, with comments on Erigonoplus simplex (Araneae: Linyphiidae)	2016	Article	Arachnologische Mitteilungen: Arachnology Letters		https://pdfs.semanticscholar.org/932b/9d60eeeb8abced92355c4dbd4d80d00b4a94.pdf	51	NA	80	84
K Januschke, T Hörren, G Jacobs, M Schmitt	Rückkehr einer streng geschützten Art: Die Flussuferwolfspinne Arctosa cinerea (Fabricius, 1777)(Araneae: Lycosidae) in der Weseler Lippeaue, Nordrhein …	2016	Article	Elektronische Aufsätze der Biologischen Station im Kreis Wesel e.V.		http://www.biostation-wesel.de/pdf/flussuferwolfsspinne.pdf	1	NA	1	10
K Aakra, GH Morka, A Antonson, M Farlund…	Spiders new to Norway (Arachnida, Araneae) with ecological, taxonomical and faunistic comments	2016	Article	Norwegian Journal of Entomology		http://www.entomologi.no/journals/nje/2016-1/pdf/nje-vol63-no1-6-43-aakra.pdf	63	NA	6	43
J Martens, AL Schönhofer	The Leiobunum rupestre species group: resolving the taxonomy of four widespread European taxa (Opiliones: Sclerosomatidae)	2016	Article	European Journal of Taxonomy		https://europeanjournaloftaxonomy.eu/index.php/ejt/article/view/340	216	NA	1	35
C Komposch	Weberknechte (Arachnida: Opiliones)	2016	Book chapter	Pflanzen und Tiere in Sachsen-Anhalt. Ein Kompendium der Biodiversität	Landesamt für Umweltschutz Sachsen-Anhalt	https://www.researchgate.net/profile/Christian-Komposch/publication/313427189_Weberknechte_Arachnida_Opiliones_Bestandsentwicklung_Sachsen-Anhalt_Deutschland/links/589a3165aca2721f0db12341/Weberknechte-Arachnida-Opiliones-Bestandsentwicklung-Sachsen-Anhalt-Deutschland.pdf	NA	NA	599	605
R Rozwałka, R Orzechowski, T Rutkowski	Występow anie gryziela zachodniego Atypus affinis Eichwald, 1830 (Araneae: Atypidae) w Polsce	2016	Article	Przegląd Przyrodniczy		http://kp.org.pl/pdf/pp/pdf2/PP_XXVII_2_%20Rozwalka.pdf	27	2	80	94
НВ Борисова	К познанию фауны пауков (Arachnida, Aranei) Заволжья в пределах Чувашской Республики	2016	Article	Труды Мордовского государственного природного …		https://cyberleninka.ru/article/n/k-poznaniyu-fauny-paukov-arachnida-aranei-zavolzhya-v-predelah-chuvashskoy-respubliki	17	NA	25	34
R Boesmiller, A Kroehling, S Müller-Kroehling, J Beck	Arche Noah Ochsenau - Bemerkungen zur Bedeutung der Lebensräume des ehemaligen Standortübungsplatzes im Bereich des Isartals für Fauna, Flora und Mykoflora	2017	Article	Naturw. Zeitschrift f. Niederbayern		https://www.zobodat.at/pdf/Naturwiss-Zeitschr-Niederbayern_35_0083-0106.pdf	35	NA	83	106
M Schäfer, E Klimsa	Ein Beitrag zur Springspinnenfauna Spaniens mit drei Erstnachweisen für die Balearen (Araneae, Salticidae)	2017	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/aramit/pdf/Heft_53/AM53_62_66.pdf	53	NA	62	66
T Bauer, H Höfer	Erstnachweis von Oxyopes lineatus in Deutschland und faunistisch-taxonomische Anmerkungen zu weiteren besonderen Arten aus Baden-Württemberg …	2017	Article	Arachnologische Mitteilungen: Arachnology Letters		https://pdfs.semanticscholar.org/62b4/48810f0b6257ace4fd00dff00d38228b1f98.pdf	53	NA	29	37
M Mühlfeit	Faunistische Notiz zum Vorkommen einer beeindruckenden Wolfspinne (Arctosa cinerea (FABRICIUS, 1777)) bei Kamminke (Mecklenburg-Vorpommern: Usedom) Arachnida: Lycosidae	2017	Article	COLEO		https://www.zobodat.at/pdf/Coleo_18_0001-0003.pdf	18	NA	1	3
A Hirna	First record of the alien spider species Mermessus trilobatus (Araneae: Linyphiidae) in Ukraine	2017	Article	Arachnologische Mitteilungen: Arachnology Letters		https://pdfs.semanticscholar.org/576d/c1324213e9e608fdc4818590f6f23db1e2cf.pdf	54	NA	41	43
R Rozwałka, P Żurawlew, T Rutkowski	First record of the expansive harvestmen Leiobunum sp. A (Arachnida: Opiliones) in Poland	2017	Article	Fragmenta Faunistica		https://www.researchgate.net/profile/Przemyslaw-Zurawlew/publication/323748482_First_record_of_the_expansive_harvestmen_Leiobunum_sp_A_Arachnida_Opiliones_in_Poland/links/5aa8d9a6458515b024fb3959/First-record-of-the-expansive-harvestmen-Leiobunum-sp-A-Arachnida-Opiliones-in-Poland.pdf	60	2	113	118
R Rozwałka, T Olbrycht	New records of several rare spider species (Araneae) from south-eastern Poland	2017	Article	Fragmenta faunistica		https://www.researchgate.net/profile/Tomasz-Olbrycht/publication/321085071_New_records_of_several_rare_spider_species_Araneae_from_south-eastern_Poland/links/5a0c92230f7e9b9e33a9cd01/New-records-of-several-rare-spider-species-Araneae-from-south-eastern-Poland.pdf	60	1	67	81
K Wiśniewski	Obcy dla Europy gatunek pająka (Araneae, Linyphiidae)-Mermessus trilobatus (Emerton, 1882) w Karkonoszach i Górach Izerskich	2017	Article	Opera Corcontica		https://www.researchgate.net/profile/Konrad-Wisniewski-2/publication/320686008_Obcy_dla_Europy_gatunek_pajaka_Araneae_Linyphiidae_-_Mermessus_trilobatus_Emerton_1882_w_Karkonoszach_i_Gorach_Izerskich/links/5ab55cd4a6fdcc46d3b38774/Obcy-dla-Europy-gatunek-pajaka-Araneae-Linyphiidae-Mermessus-trilobatus-Emerton-1882-w-Karkonoszach-i-Gorach-Izerskich.pdf	54	NA	99	106
S Mammola, M Isaia	Rapid poleward distributional shifts in the European cave‐dwelling Meta spiders under the influence of competition dynamics	2017	Article	Journal of Biogeography	Wiley Online Library	https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.13087	44	12	2789	2797
M Lemke	Seltene Spinnen und Weberknechte auf ehemaligen Truppenübungsplätzen in Mecklenburg-Vorpommern (Arachnida: Araneae, Opiliones).	2017	Article	Arachnologische Mitteilungen: Arachnology Letters		https://nord-spinnen.de/file_download/8/AM53_43_01.pdf	53	NA	43	49
M Schmitt	Spinnentiere auf Zollverein	2017	Article	Abhandlungen aus dem Westfälischen Museum für Naturkunde		https://www.zobodat.at/pdf/Abh-Westf-Mus-Naturkde_87_2017_0263-0272.pdf	87	NA	263	272
VT Eck	Tandems der Gemeinen Winterlibelle (Sympecma fusca) als Beute von Jagdspinnen (Dolomedes spec.)(Odonata: Lestidae	2017	Article	Mercuriale		https://sglibellen.de/wp-content/uploads/2024/12/Eck_2017.pdf	17	NA	63	66
L Vanhercke, H Wijnhoven	The situation of the genus Trogulus (Arachnida–Opiliones–Trogulidae) in Belgium	2017	Article	Nieuwsbr. Belg. Arachnol. Ver.		https://www.researchgate.net/profile/Hay-Wijnhoven-2/publication/322888089_The_situation_of_the_Genus_Trogulus_Arachnida-Opiliones-Trogulidaein_Belgium/links/5a743509a6fdcc53fe1536d7/The-situation-of-the-Genus-Trogulus-Arachnida-Opiliones-Trogulidaein-Belgium.pdf	32	3	112	120
M Gebhardt, D Marek	The threatened wolf spider Pardosa wagleri extended its range north downstream the river Isar to Freising (Bavaria, Germany)	2017	Article	Spixiana		http://www.pfeil-verlag.de/wp-content/uploads/2017/08/SPIX_40_1_12_GE.pdf	40	1	69	70
R Rozwałka, Ł Dawidowicz, W Wawer	Three alien spider species (Araneae: Theridiidae) newly found in Poland	2017	Article	Fragmenta Faunistica		https://www.researchgate.net/profile/Wioletta-Wawer/publication/321076173_Three_alien_spider_species_Araneae_Theridiidae_newly_found_in_Poland/links/5a0c2b51458515e482753701/Three-alien-spider-species-Araneae-Theridiidae-newly-found-in-Poland.pdf	60	1	61	66
K Wiśniewski, A Dawidowicz	Uloborus walckenaerius and Oxyopes heterophthalmus in Poland (Araneae: Uloboridae, Oxyopidae)	2017	Article	Arachnologische Mitteilungen: Arachnology Letters		https://www.researchgate.net/profile/Konrad-Wisniewski-2/publication/319141120_Uloborus_walckenaerius_and_Oxyopes_heterophthalmus_in_Poland_Araneae_Uloboridae_Oxyopidae/links/599451270f7e9b98953aef89/Uloborus-walckenaerius-and-Oxyopes-heterophthalmus-in-Poland-Araneae-Uloboridae-Oxyopidae.pdf	54	NA	48	51
N Leist, A Jonitz, T Butterer	Zur Spinnenfauna der Halbtrockenrasen am Michaelsberg bei Bruchsal, einer nordbadischen Wärmeinsel	2017	Article	Carolinea		https://regionalia.blb-karlsruhe.de/frontdoor/index/index/docId/20274	75	NA	129	142
L Eggenschwiler, A Hänggi	24 Stunden Forschung live: Ergebnisse vom GEO-Tag der Natur in den Merian Gärten in Basel	2018	Article	Mitt. Naturf. Ges. Basel		https://xn--meriangrten-r8a.ch/images/Downloads/Eggenschwiler_MittNGBB_2018.pdf	18	NA	19	37
V Růžička	A review of the spider genus Porrhomma (Araneae, Linyphiidae)	2018	Article	Zootaxa		https://www.mapress.com/zt/article/view/24797	4481	1	1	75
Ökologische Arbeitsgemeinschaft Würzburg ÖAW	Außenbereichssatzung „Am Felsenkeller“ Stadtteil Breitendiel - Artenschutzrechtlicher Fachbeitrag	2018	Report		Stadt Miltenberg	https://www.miltenberg.de/media/41187/21-anlage-zur-begruendung-potentialabschaetzung-buero-oeaw-juli-2018.pdf	NA	NA	1	39
KH Kielhorn	Bemerkenswerte Spinnenfunde aus Berlin	2018	Article	Märkische Entomologische Nachrichten		https://www.zobodat.at/pdf/Maerkische-Ent-Nachr_2018_2_0295-0308.pdf	20	2	295	308
E DELFOSSE	Contribution à la connaissance des Opilions de France Métropolitaine (Arachnida: Opiliones). V: complément pour la faune du Parc national du Mercantour et …	2018	Article	Bulletin de la Société Linnéenne de Bordeaux		https://www.researchgate.net/profile/Emmanuel-Delfosse/publication/330134880_Contribution_a_la_connaissance_des_Opilions_de_France_Metropolitaine_Arachnida_Opiliones_V_Complement_pour_la_faune_du_Parc_national_du_Mercantour_et_des_Alpes_meridionales_francaises/links/5c484335a6fdccd6b5c1cec3/Contribution-a-la-connaissance-des-Opilions-de-France-Metropolitaine-Arachnida-Opiliones-V-Complement-pour-la-faune-du-Parc-national-du-Mercantour-et-des-Alpes-meridionales-francaises.pdf	46	NA	195	200
C Jacquet	Découverte en Seine-et-Marne (France) de Centromerus leruthi Fage, 1933 (Araneae, Linyphiidae)	2018	Article	Revue arachnologique,		http://asfra.fr/Site/Rev-Arachnologie/N5/Jacquet%20C._2018_D%C3%A9couverte%20en%20Seine-et-Marne%20(France)%20de%20Centromerus%20leruthi%20Fage,%201933.pdf	2	5	7	8
L Kastner, F Meyer, U Gebhardt, M Ahrens…	Die Blockhalden-Stachelwolfspinne Acantholycosa norvegica sudetica (L. Koch)(Araneae: Lycosidae) im Nordschwarzwald	2018	Article	Carolinea		https://regionalia.blb-karlsruhe.de/frontdoor/index/index/docId/20281	76	NA	163	188
S Schuldes, U Mammen	Die kennzeichnenden Tierarten des FFH-Gebietes „Huy nördlich Halberstadt“	2018	Report	Berichte des Landesamtes für Umweltschutz Sachsen-Anhalt	Landesamt für Umweltschutz Sachsen-Anhalt	https://www.natur-in-nrw.de/IMG/Sonstiges/pdf/Goericke_&_Jung_(2018)_Wanzen_im_Huy.pdf			1	323
J Holstein	Die Spinnenfauna der Gemarkung Gingen an der Fils (Lkr. Göppingen, Baden-Württemberg)	2018	Article	Carolinea		https://regionalia.blb-karlsruhe.de/frontdoor/index/index/docId/20283	76	NA	149	162
D Martin	Die Spinnenfauna des Riether Werder (Naturpark "Am Stettiner Haff") (Arachnida: Araneae)	2018	Article	Virgo		https://www.zobodat.at/pdf/Virgo_21_0048-0056.pdf	21	NA	48	56
L Hendrich, R Platen	Die Wasserspinne Argyroneta aquatica (CLERCK, 1757)(Arachnida: Araneae) in Berlin und Brandenburg	2018	Article	Veröffentlichungen des Naturkundemuseums Potsdam		https://www.researchgate.net/profile/Ralph-Platen/publication/334848793_Die_Wasserspinne_Argyroneta_aquatica_Clerck_1757_Arachnida_Araneae_in_Berlin_und_Brandenburg/links/5e5a457b4585152ce8f88566/Die-Wasserspinne-Argyroneta-aquatica-Clerck-1757-Arachnida-Araneae-in-Berlin-und-Brandenburg.pdf	4	NA	5	27
K Wiśniewski, R Rozwałka, W Wesołowska	Distribution, habitat affinities and phenology of the Micrargus herbigradus-species group (Araneae: Linyphiidae) in Poland	2018	Article	Biologia		https://link.springer.com/article/10.2478/s11756-018-0026-5	73	NA	151	164
JG Friebe	Erstfunde und bemerkenswerte Nachweise von–meist (hemi) synanthropen–Spinnen aus Vorarlberg (Arachnida, Araneae/Austria occ.).–inatura–Forschung …	2018	Article	inatura - Forschung online		https://www.researchgate.net/profile/J-Georg-Friebe/publication/326914422_Erstfunde_und_bemerkenswerte_Nachweise_von_-_meist_hemisynanthropen_-_Spinnen_aus_Vorarlberg_Arachnida_Araneae_Austria_occ/links/5b6c083492851ca65053b1ff/Erstfunde-und-bemerkenswerte-Nachweise-von-meist-hemisynanthropen-Spinnen-aus-Vorarlberg-Arachnida-Araneae-Austria-occ.pdf	59	NA	1	16
R Drogla	Erstnachweis von Milde's Dornfinger, Cheiracanthium mildei (Araneae: Eutichuridae), in Thüringen sowie Beschreibung eines Bissereignisses	2018	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/arachnologische-mitteilungen/volume-56/issue-1/aramit5608/Erstnachweis-von-Mildes-Dornfinger-iCheiracanthium-mildei-i-Araneae--Eutichuridae/10.30963/aramit5608.short	56	NA	45	47
M Lemke	Erstnachweise von Spinnen und Weberknechten (Arachnida: Araneae, Opiliones) für Schleswig-Holstein seit 2010 mit Hinweisen zum Gefährdungsstatus	2018	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/arachnologische-mitteilungen/volume-55/issue-1/aramit5502/Erstnachweise-von-Spinnen-und-Weberknechten-Arachnida--Araneae-Opiliones-f%C3%BCr/10.30963/aramit5502.short	55	NA	10	21
A Bach, K Krämer-Klement, M Roß-Nickoll	Nachweise seltener Spinnentiere in Wäldern der Osteifel (Rheinland-Pfalz)(Araneae: Agelenidae, Araneidae, Linyphiidae, Theridiidae; Opiliones: Ischyropsalididae)	2018	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/Arachnologische-Mitteilungen-Arachnology-Letters/volume-55/issue-1/aramit5514/Nachweise-seltener-Spinnentiere-in-W%C3%A4ldern-der-Osteifel-Rheinland-Pfalz-Araneae/10.30963/aramit5514.short	55	NA	79	83
C Kabała, M Kadej, Z Kącki, T Mazur…	Pajęczaki (Arachnida) Gór Stołowych	2018	Book chapter	Góry Stołowe – przyroda i ludzie		https://www.researchgate.net/profile/Konrad-Wisniewski-2/publication/327755759_Pajeczaki_Arachnida_Gor_Stolowych_W_Gory_Stolowe_-_przyroda_i_ludzie_red_C_Kabala_red_dziedzinowi_C_Kabala_M_Kadej_Z_Kacki_T_Mazur_S_Miscicki_Kudowa_Zdroj_Park_Narodowy_Gor_Stolowych_456_ss/links/5ba2bda9299bf13e603e39e3/Pajeczaki-Arachnida-Gor-Stolowych-W-Gory-Stolowe-przyroda-i-ludzie-red-C-Kabala-red-dziedzinowi-C-Kabala-M-Kadej-Z-Kacki-T-Mazur-S-Miscicki-Kudowa-Zdroj-Park-Narodowy-Gor-Stolowych-456-ss.pdf	NA	NA	155	170
J Guttenberger, L Guttenberger, T Bauer	Prinerigone vagans new to Poland (Araneae: Linyphiidae), with comments on taxonomy and distribution	2018	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/Arachnologische-Mitteilungen-Arachnology-Letters/volume-55/issue-1/aramit5513/iPrinerigone-vagans-i-new-to-Poland-Araneae--Linyphiidae-with/10.30963/aramit5513.short	55	NA	75	78
M Štokmane, I Cera	Revision of the calcareous fen arachnofauna: habitat affinities of the fen-inhabiting spiders	2018	Article	ZooKeys		https://pmc.ncbi.nlm.nih.gov/articles/PMC6290042/	802	NA	67	108
S Seppälä, S Henriques, ML Draney…	Species conservation profiles of a random sample of world spiders I: Agelenidae to Filistatidae	2018	Article	Biodiversity Data Journal		https://pmc.ncbi.nlm.nih.gov/articles/PMC5932090/	6	NA	e23555	NA
S Seppälä, S Henriques, ML Draney…	Species conservation profiles of a random sample of world spiders III: Oecobiidae to Salticidae	2018	Article	Biodiversity Data Journal		https://pmc.ncbi.nlm.nih.gov/articles/PMC6086925/	6	NA	e27004	NA
S Seppälä, S Henriques, ML Draney…	Species conservation profiles of a random sample of world spiders IV: Scytodidae to Zoropsidae	2018	Article	Biodiversity Data Journal		https://pmc.ncbi.nlm.nih.gov/articles/PMC6303285/	6	NA	e30842	NA
J Siewers, S Buchholz	Spinnenerfassung (Arachnida: Araneae) in vier Waldgebieten Westfalens (NRW)	2018	Article	Natur und Heimat		https://www.zobodat.at/pdf/Natur-und-Heimat_78_0065-0074.pdf	78	NA	65	74
C Hörweg, M Řezáč	Synanthropic is best: Nuctenea umbratica (Araneae: Araneidae) and Steatoda bipunctata (Araneae: Theridiidae) are the European Spiders of the Years 2017 and …	2018	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/Arachnologische-Mitteilungen-Arachnology-Letters/volume-56/issue-1/aramit5605/Synanthropic-is-best--Nuctenea-umbratica-Araneae--Araneidae-and/10.30963/aramit5605.short	56	NA	32	35
S Toft	Ten years after the invasion: Dicranopalpus ramosus and Odiellus spinosus (Opiliones, Phalangiidae) in Denmark	2018	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/arachnologische-mitteilungen/volume-56/issue-1/aramit5601/Ten-years-after-the-invasion--iDicranopalpus-ramosus-i-and/10.30963/aramit5601.short	56	NA	1	5
Ökologische Arbeitsgemeinschaft Würzburg	Vorhabenbezogener Bebauungsplan „Mainzer Straße “	2018	Report		Stadt Miltenberg	https://www.miltenberg.de/media/43656/7-anlage-2-zur-begruendung-spezielle-artenschutzrechtliche-pruefung.pdf	NA	NA	NA	NA
B Stanković	Asianellus festivus (CL Koch, 1834)(Araneae: Salticidae) the first record from Serbia	2019	Article	Acta Entomologica Serbica		https://aes.bio.bg.ac.rs/index.php/aes/article/view/244	24	1	101	104
D Barndt	Beitrag zur Kenntnis der Arthropodenfauna der sauer-armen Zwischenmoore Plötzendiebel und Hechtdiebel (Land Brandenburg)	2019	Article	Märkische Entomologische Nachrichten		https://www.orion-berlin.de/verein/bibl/barndt/barndt_ploetzen_hechtdiebel_MEN.pdf	21	2	169	227
T Bauer, S Bayer, E Derschmidt, H Höfer	Description of the egg sac of Paratrachelas maculatus, with notes on its establishment in urban regions of Germany and Austria (Araneae: Trachelidae)	2019	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/arachnologische-mitteilungen/volume-57/issue-1/aramit5705/Description-of-the-egg-sac-of-iParatrachelas-maculatus-i-with/10.30963/aramit5705.short	57	NA	26	30
K BERNARD, TIM BÖHNERT, B BOUILLON…	Die Natur der Region Bonn/Rhein-Sieg	2019	Article	Decheniana		https://www.zobodat.at/pdf/Decheniana_BH_41_0001-0167.pdf	41	NA	1	167
EM Kramer-Rowold, WA Rowold	Die Speispinne Scytodes thoracica LATREILLE, 1804, neu für Ostwestfalen-Lippe	2019	Article	Natur und Heimat		https://www.zobodat.at/pdf/Natur-und-Heimat_79_0089-0090.pdf	79	NA	89	90
D Martin	Die Spinnenfauna des Naturschutzgebietes Marienfließ (Anteil Mecklenburg-Vorpommern)(Arachnida: Araneae)	2019	Article	Virgo		https://www.entomologie-mv.de/download/virgo_22/04_Martin_web.pdf	22	NA	28	40
