Authors	Title	Year	Type	Source	Publisher	ArticleURL	Volume	Issue	StartPage	EndPage
H Enghoff, J Pedersen, PF Thomsen…	Tusindben, skolopendre og mejere fra Rødbyhavn og omegn–med fem nye arter for den danske fauna	2011	Article	Entomologiske Meddelelser		https://www.researchgate.net/profile/Lars-Iversen-2/publication/259645912_Millipedes_centipedes_and_harvestmen_from_Rodbyhavn_and_environs_-_with_five_species_new_for_the_Danish_fauna_Diplopoda_Chilopoda_Opiliones/links/0c96052d13bc759fd5000000/Millipedes-centipedes-and-harvestmen-from-Rodbyhavn-and-environs-with-five-species-new-for-the-Danish-fauna-Diplopoda-Chilopoda-Opiliones.pdf	79	NA	3	12
J Noordijk, L Weitten, A Kruithof	Une nouvelle espèce de Leiobunum (Opiliones: Sclerosomatidae) pour la faune de France	2011	Article	Le bulletin d'Arthropoda		http://www.eis-nederland.nl/Portals/4/pdfs/Hooiwagens/Noordijk_etal_2011.pdf	44	NA	12	19
M Hohner	Wiederfund der Kugelspinne Theridion betteni in Sachsen-Anhalt	2011	Article	Naturschutz im Land Sachsen-Anhalt		https://www.researchgate.net/profile/Michael-Hohner-2/publication/265741084_Wiederfund_der_Kugelspinne_Theridion_betteni_in_Sachsen-Anhalt/links/5b48b58daca272c6093f4a0a/Wiederfund-der-Kugelspinne-Theridion-betteni-in-Sachsen-Anhalt.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D	48	NA	60	61
D Barndt	Beitrag zur Kenntnis der Arthropodenfauna der Zwischenmoore Butzener Bagen, Trockenes Luch und Möllnsee bei Lieberose (Land Brandenburg)(Coleoptera …	2012	Article	Märkische Entomologische Nachrichten		https://www.orion-berlin.de/verein/bibl/barndt/barndt_lieberoser_moore.pdf	14	1	147	200
R Rozwalka	Cetonana laticeps (Canestrini, 1868)(Araneae: Corinnidae)-a new species of spider to the fauna of Poland	2012	Article	Zeszyty Naukowe. Acta Biologica. Uniwersytet Szczeciński 		https://bibliotekanauki.pl/articles/841825.pdf	19	NA	77	82
E Iorio, O Villepoux	Découverte de l'araignée Dolomedes plantarius (Clerck, 1757)(Araneae, Pisauridae) dans trois nouvelles stations en Provence-Alpes-Côte d'Azur, et réflexion …	2012	Article	Bulletin de la Société Linnéenne de Bordeaux		https://www.researchgate.net/profile/Etienne-Iorio/publication/317872645_Decouverte_de_l'araignee_Dolomedes_plantarius_Clerck_1757_Araneae_Pisauridae_dans_trois_nouvelles_stations_en_Provence-Alpes-Cote_d'Azur_et_reflexion_sur_la_necessite_d'une_protection_regionale_du_gen/links/594fcfe0458515433839cbec/Decouverte-de-laraignee-Dolomedes-plantarius-Clerck-1757-Araneae-Pisauridae-dans-trois-nouvelles-stations-en-Provence-Alpes-Cote-dAzur-et-reflexion-sur-la-necessite-dune-protection-regionale-du-gen.pdf	40	1	43	45
V Hemm, F Meyer, H Höfer	Die epigäische Spinnenfauna (Arachnida, Araneae) in Sandrasen, Borstgrasrasen und Ruderalfluren im Naturschutzgebiet „Alter Flugplatz Karlsruhe “	2012	Article	Arachnologische Mitteilungen: Arachnology Letters		https://www.stadtwiesenmensch.de/uploads/tx_psbpublication/hemm2012A.pdf	44	NA	20	40
C Hörweg	Die Gemeine Tapezierspinne, Atypus affinis (Araneae: Atypidae), Spinne des Jahres 2013 The common purse-web spider, Atypus affinis (Araneae: Atypidae) …	2012	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/user_upload/psb_publicationmanagement/pdf/AM44_92_96.pdf	44	NA	92	96
T Blick	Die Spinnen (Araneae) des Naturwaldreservates Kinzigaue (Hessen). Untersuchungszeitraum 1999-2001	2012	Article	Naturwaldreservate in Hessen		http://www.callistus.de/pdf_theo/Blick_96_Kinzigaue_1_Araneae.pdf	12	NA	53	124
J Kotrbová	Diverzita štírků (Arachnida: Pseudoscorpiones) Evropy	2012	Thesis		Univerzita Karlova, Přírodovědecká fakulta	https://dspace.cuni.cz/handle/20.500.11956/44813	NA	NA	1	46
J Lambrechts, M Janssen…	Een zeer rijke spinnenfauna op een heideterrein in de nucleaire zone te Dessel (provincie Antwerpen)	2012	Article	Nieuwsbr. Belg. Arachnol. Ver.		https://belgianspiders.be/wp-content/uploads/2016/12/Nwsbr-271.pdf	27	1	1	21
D Drescher	Ein Neufund der Wasserspinne Argyroneta aquatica (Clerck, 1757) im Mittellandkanal im Landkreis Osnabrück (Niedersachsen)	2012	Article	Natur und Heimat		https://www.lwl.org/wmfn-download/natur_und_heimat/nh_72(2+3)2012_Seite_57-60.pdf	72	NA	57	60
T Bauer, A Grabolle	Erstnachweise von Paratrachelas maculatus in Österreich und Deutschland (Araneae, Corinnidae)	2012	Article	Arachnologische Mitteilungen: Arachnology Letters		https://pdfs.semanticscholar.org/b5d2/4d0af9cd7ba368979652f9624b3b47cd4813.pdf	44	NA	77	80
J Vogels	First record of the salticid spider Sibianor larae (Araneae: Salticidae) in The Netherlands	2012	Article	Entomologische Berichten		https://natuurtijdschriften.nl/pub/1011629	72	5	254	258
S Lecigne	Inventaire aranéologique (Arachnida, Araneae) dans la ville d'Estepona (Malaga, Espagne)	2012	Article	Revista Ibérica de Aracnología		https://www.researchgate.net/profile/Sylvain-Lecigne-2/publication/350609173_Inventaire_araneologique_Arachnida_Araneae_dans_la_ville_d'Estepona_Malaga_Espagne/links/60687c52458515614d32de6a/Inventaire-araneologique-Arachnida-Araneae-dans-la-ville-dEstepona-Malaga-Espagne.pdf	21	NA	161	167
R Rozwałka	Materiały do znajomości pająków Araneae Bieszczadzkiego Parku Narodowego	2012	Article	Roczniki Bieszczadzkie		https://www.bdpn.pl/dokumenty/roczniki/tom20/art11.pdf	20	NA	156	159
A Hänggi, A Stäubli	Nachträge zum „Katalog der schweizerischen Spinnen “4. Neunachweise von 2002 bis 2011	2012	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/user_upload/psb_publicationmanagement/pdf/AM44_59_76.pdf	44	NA	59	76
Z Król, J Ma	New data on the occurrence and distribution of Scytodes thoracica (Latreille, 1802) (Araneae) in Poland with notes on the biology of the species.	2012	Article	Zeszyty Naukowe. Acta Biologica. Uniwersytet Szczeciński 		http://zeszyty.bihz.up.wroc.pl/archivum/z65-2012.pdf#page=11	587	NA	11	16
VA Gnelitsa	The genus Sintula (Aranei, Linyphiidae) in Ukraine, with the description of a new species	2012	Article	Vestnik zoologii		http://dspace.nbuv.gov.ua/handle/123456789/109040	46	1	16	23
R Rozwałka, WK Staręga	The invasive harvestman Opilio canestrinii (Thorell, 1876)(Opiliones: Phalangiidae) in Poland	2012	Article	Fragmenta faunistica		https://rcin.org.pl/miiz/dlibra/publication/edition/34842	55	2	161	168
A Deepen-Wieczorek, AL Schönhofer	Bestätigung von Homalenotus quadridentatus (Opiliones: Sclerosomatidae) für die Fauna Deutschlands	2013	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/user_upload/psb_publicationmanagement/pdf/AM45_36_39.pdf	45	NA	36	39
M Lemke	Die Spinnen Schleswig-Holsteins: rote Liste	2013	Red List		Ministerium für Energiewende, Landwirtschaft, Umwelt und ländliche Räume des Landes Schleswig-Holstein	https://epub.sub.uni-hamburg.de/epub/volltexte/2015/38744/pdf/rl_spinnen_2013.pdf	NA	NA	1	90
N Reiser	Einschleppung und Einwanderung von Spinnentieren (Araneae; Opiliones) in Deutschland	2013	Thesis		Hochschule Neubrandenburg	https://digibib.hs-nb.de/file/dbhsnb_derivate_0000001508/Bachelorarbeit-Reiser-2013.pdf	NA	NA	1	126
D Martin	Nachweise für Mecklenburg-Vorpommern neuer und seltener Spinnenarten (Arachnida, Araneae)	2013	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/user_upload/psb_publicationmanagement/pdf/AM45_21_24.pdf	45	NA	21	24
R Rozwałka, T Rutkowski…	New data on introduced and rare synanthropic spider species (Arachnida: Araneae) in Poland	2013	Article	Annales Universitatis Mariae Curie-Sklodowska		https://bibliotekanauki.pl/articles/763849.pdf	68	1	127	150
R Rozwałka, T Rutkowski, P Sienkiewicz	New data on the occurrence of two invasive harvestmen species–Odiellus spinosus (Bosc) and Lacinius dentiger (CL Koch) in Poland	2013	Article	Fragmenta faunistica		https://www.researchgate.net/profile/Tomasz-Rutkowski-3/publication/269973440_New_data_on_the_occurence_of_two_invasive_harvestmen_species_-_Odiellus_spinosus_Bosc_and_Lacinius_dentiger_C_L_Koch_in_Poland/links/55b61a8408aec0e5f436dc43/New-data-on-the-occurence-of-two-invasive-harvestmen-species-Odiellus-spinosus-Bosc-and-Lacinius-dentiger-C-L-Koch-in-Poland.pdf	56	1	47	54
M Schmitt	Notizen zu einigen interessanten Spinnenfunden (Araneae) aus der südlichen Ortenau	2013	Article	Mitt. bad. Landesver. Naturkunde u. Naturschutz		https://www.zobodat.at/pdf/Mitt-Bad-Landesver-Natkde-Natschutz-Freiburg_NF_21_2_0203-0217.pdf	21	2	203	217
J Noordijk, H Wijnhoven	Opilionieuws	2013	Article	Nieuwsbrief SPINED		https://natuurtijdschriften.nl/pub/541637/SPIN2013033001011.pdf	33	NA	42	47
O Kopecký, IH Tuf	Podzemní populace pavouka plachetnatky čtyřzubé (Oreonetides quadridentatus (Wunderlich, 1972))	2013	Article	Západočeské entomologické listy		https://entolisty.cz/wp-content/uploads/2021/07/04-15-Kopecky-Tuf.pdf	4	NA	106	109
B Balkenhol, H Haase	Spinnen (Araneae) der Muskauer Heide	2013	Article	Berichte der Naturforschenden Gesellschaft der Oberlausitz		https://nfgol.de/sites/default/files/pdf/bd21_10_balkenhol_web.pdf	21	NA	103	110
T Blick	Spinnenuntersuchungen (Arachnida: Araneae) im Nordwesten des Nationalparks Kellerwald-Edersee (Hessen) 2011/2012	2013	Article	Philippia		https://www.researchgate.net/profile/Theo-Blick/publication/262560826_Spinnenuntersuchungen_Arachnida_Araneae_im_Nordwesten_des_Nationalparks_Kellerwald-Edersee_Hessen_20112012_Investigation_of_the_spider_fauna_Arachnida_Araneae_in_north-western_parts_of_the_Kellerwald-/links/00b49537fa5020a3ab000000/Spinnenuntersuchungen-Arachnida-Araneae-im-Nordwesten-des-Nationalparks-Kellerwald-Edersee-Hessen-2011-2012-Investigation-of-the-spider-fauna-Arachnida-Araneae-in-north-western-parts-of-the-Kellerwald.pdf	16	1	11	34
BP Lukeš	Vliv ochranných opatření (neošetřený pás a úhor) na arachnocenózu v polních biotopech	2013	Thesis		UNIVERZITA PALACKÉHO V OLOMOUCI	https://theses.cz/id/26sy4x/00166408-447152092.pdf	NA	NA	1	60
A Staudt, D Weber, D Nährig	Webspinnen (Arachnida, Araneae) aus Höhlen des Großherzogtums Luxemburg	2013	Article	Ferrantia		https://araneae.nmbe.ch/pdfs/56739_Staudt_et_al_2013_Ferrantia_69_p115-157.pdf	13	NA	115	157
R ROZWAŁKA, P SIENKIEWICZ…	Występowanie pająków z rodzaju Atypus (Araneae: Atypidae) w prawobrzeżnej części doliny Środkowej i Dolnej Odry	2013	Article	Chrońmy Przyr. Ojcz.		https://www.researchgate.net/profile/Robert-Rozwalka/publication/318661202_ROZWALKA_R_SIENKIEWICZ_P_BARANSKA_K_2013_Wystepowanie_pajakow_z_rodzaju_Atypus_LATREILLE_1804_Araneae_Atypidae_w_dolinie_Srodkowej_i_Dolnej_Odry_Chronmy_Przyrode_Ojczysta_69_4_297-308/links/597634190f7e9b4016bc41ed/ROZWALKA-R-SIENKIEWICZ-P-BARANSKA-K-2013-Wystepowanie-pajakow-z-rodzaju-Atypus-LATREILLE-1804-Araneae-Atypidae-w-dolinie-Srodkowej-i-Dolnej-Odry-Chronmy-Przyrode-Ojczysta-69-4-297-308.pdf	69	4	297	308
A Hänggi, I Zürcher	Zoropsis spinimana–eine mediterrane Spinne ist in Basel (NW-Schweiz) heimisch geworden	2013	Article	Mitteilungen der Naturforschenden Gesellschaften beider Basel		https://doi.org/10.5169/SEALS-676759	14	NA	125	134
T Blick	Zur Spinnenfauna (Arachnida: Araneae) im Schlosspark von Schloss Fasanerie bei Fulda-Eichenzell	2013	Article	Beiträge zur Naturkunde in Osthessen		http://www.callistus.de/pdf_theo/Blick_102_2013_Fasanerie.pdf	50	NA	145	154
L Pravcová	Arachnofauna Botanické zahrady PřF MU	2014	Thesis		Masarykovy Univerzity	https://is.muni.cz/th/r29uu/Bakalarska_prace_do_ISu.pdf	NA	NA	1	52
D Barndt	Beitrag zur Kenntnis der Arthropodenfauna der nährstoffarmen Torfmoosmoore Kellsee und Himmelreichsee (Land Brandenburg)	2014	Article	Märkische Entomologische Nachrichten		https://www.orion-berlin.de/verein/bibl/barndt/barndt_2014b.pdf	16	2	93	137
A Schönhofer, S Buchholz	Beitrag zur Weberknechtfauna (Opiliones) Westfalens	2014	Article	Natur und Heimat		https://www.zobodat.at/pdf/Natur-und-Heimat_74_0033-0038.pdf	74	NA	33	38
S Lecigne	Contribution à l'inventaire aranéologique (Araneae) des Pyrénées-Orientales (Languedoc-Roussillon, France)	2014	Article	Revue Arachnologique		http://asfra.fr/Site/Rev-Arachnologie/N1/Lecigne_2014_Rev-Arach-S2-N1_BD.pdf	2	1	18	28
C Hörweg	Die Gemeine Baldachinspinne, Linyphia triangularis (Araneae: Linyphiidae), Europäische Spinne des Jahres 2014	2014	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/user_upload/psb_publicationmanagement/pdf/AM47_14_18.pdf	47	NA	14	18
S Buchholz, M Faron, T Blick	Die Spinnen (Arachnida: Araneae) im Nationalpark Unteres Odertal–kommentierte Artenliste	2014	Book chapter	Nationalpark-Jahrbuch Unteres Odertal 2014		http://callistus.de/downloads/callistus_buchholz_faron_blick_2014_jahrb_nationalpark_unteres%20odertal.pdf	NA	NA	82	100
G Blandenier	Dynamics and phenology of ballooning spiders in an agricultural landscape of Western Switzerland	2014	Thesis		University of Fribourg (Switzerland) 	https://folia.unifr.ch/documents/303949/files/BlandenierG.pdf	NA	NA	1	99
A Hänggi, A Stäubli, X Heer, V Trivellone, LP Paltrinieri	Eleven new spider species (arachnida: araneae) for Switzerland discovered in vineyards in ticino – what are possible reasons?	2014	Article	Mitteilungen der Schweizerischen entomologischen gesellschaft		https://araneae.nmbe.ch/pdfs/06625_Haenggi_et_al_2014_MittSchweizEntGes_87_p215-228.pdf	87	NA	215	228
M Schäfer, A Deepen-Wieczorek	Erstnachweis der Springspinne Icius hamatus (Salticidae, Araneae) für Deutschland	2014	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/user_upload/psb_publicationmanagement/pdf/AM47_49_50.pdf	47	NA	49	50
D Martin	Erstnachweis von Evarcha michailovi in Deutschland (Araneae: Salticidae) sowie weitere für Mecklenburg-Vorpommern neue Spinnenarten	2014	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/user_upload/psb_publicationmanagement/pdf/AM48_08_12.pdf	48	NA	8	12
N Milasowszky, M Hepner	First record of Sauron rayi (Araneae, Linyphiidae) in Austria.	2014	Article	Arachnologische Mitteilungen: Arachnology Letters		https://www.researchgate.net/profile/Norbert-Milasowszky/publication/272657036_First_record_of_Sauron_rayi_Araneae_Linyphiidae_in_Austria/links/54f56f9a0cf2f28c13647097/First-record-of-Sauron-rayi-Araneae-Linyphiidae-in-Austria.pdf	48	NA	1	7
R Rozwałka	Harvestmen Opiliones of the Magura National Park	2014	Article	Roczniki Bieszczadzkie		https://www.bdpn.pl/dokumenty/roczniki/rb22/art23.pdf	22	NA	371	382
N Reiser, J Neumann	Holocnemus pluchei (Araneae, Pholcidae) in Getränke-und Baumärkten in Deutschland	2014	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/user_upload/psb_publicationmanagement/pdf/AM48_24_27.pdf	48	NA	24	27
M Řezáč, F Gasparo, J Král…	Integrative taxonomy and evolutionary history of a newly revealed spider Dysdera ninnii complex (Araneae: Dysderidae)	2014	Article	Zoological Journal of the Linnean Society	academic.oup.com	https://academic.oup.com/zoolinnean/article-abstract/172/2/451/3797098	172	2	451	474
J Noordijk	Laatste populaties van de hooiwagen Opilio parietinus (Opiliones: Phalangiidae) in Nederland	2014	Article	Entomologische Berichten		https://natuurtijdschriften.nl/pub/1011519	74	NA	21	27
R Rozwałka	Materiały do znajomości pająków Araneae Beskidu Wschodniego	2014	Article	Roczniki Bieszczadzkie		https://www.researchgate.net/profile/Robert-Rozwalka/publication/318661423_MaTERIaly_dO_zNajOMOSCI_PajaKoW_aRaNEaE_BESKIDu_WSChODNIEgO_Materials_to_the_knowledge_of_spiders_Araneae_of_the_Eastern_Beskid/links/5976345d458515e26d25b396/MaTERIaly-dO-zNajOMOSCI-PajaKoW-aRaNEaE-BESKIDu-WSChODNIEgO-Materials-to-the-knowledge-of-spiders-Araneae-of-the-Eastern-Beskid.pdf	22	NA	329	350
R Rozwałka, J Stachowicz	Notes on the occurrence of Sitticus terebratus (CLERCK, 1758) in Poland	2014	Article	Fragmenta Faunistica		https://rcin.org.pl/dlibra/show-content/publication/edition/50827?id=50827	57	1	67	74
R Rozwałka, T Rutkowski, R Orzechowski	Nowe stanowiska ekspansywnego kosarza – Odiellus spinosus (Bosc, 1792) w Po lsce	2014	Article	Przegląd Przyrodniczy		https://researchportal.amu.edu.pl/docstore/download/UAM6d38adec03e54dd8876cf0b9921968ad/Nowestanowiskaekspansywnegokosarza.pdf	15	3	54	58
R Rozwałka	Pająki Araneae Magurskiego Parku Narodowego	2014	Article	Roczniki Bieszczadzkie		http://www.bdpn.pl/dokumenty/roczniki/rb22/art22.pdf	22	NA	351	370
R Rozwałka, P Sienkiewicz	Pająki i kosarze (Arachnida: Araneae, Opiliones) rezerwatu pr zyrody „Słoneczne Wzgórza” w dolinie Odry 	2014	Article	Przegląd Przyrodniczy		https://robertrozwalka.wordpress.com/wp-content/uploads/2017/11/p88.pdf	25	3	31	53
KH Kielhorn	Spinnen und Laufkäfer auf dem ehemaligen Flugfeld Johannisthal (Berlin-Treptow) 1992 und 2006	2014	Article	Märkische Entomologische Nachrichten		https://www.zobodat.at/pdf/Maerkische-Ent-Nachr_2014_1_0055-0077.pdf	16	1	55	77
M Schmitt, S Martini	Springspinnen (Araneae, Salticidae) auf Industriebrachen im Ruhrgebiet	2014	Article	Elektronische Aufsätze der Biologischen Station Westliches Ruhrgebiet		https://bswr.de/downloads/bswr_ep26_2014_schmitt_martini_springspinnen.pdf	26	NA	1	16
JG Friebe	Tapezierspinnen (Atypus spp./Araneae: Atypidae) in Vorarlberg (Österreich/Austria)	2014	Article	inatura.at		https://www.inatura.at/forschung-online/ForschOn_2014_012_0001-0005.pdf	12	NA	1	5
S Christian	The first record of the tangle-web spider Sardinidion blackwalli (OP-Cambridge, 1871) in Luxembourg (Arachnida, Theridiidae)	2014	Article	Bulletin de la Société des naturalistes luxembourgeois		https://www.researchgate.net/profile/Svenja-Christian/publication/268420669_The_first_record_of_the_tangle-web_spider_Sardinidion_blackwalli_O_P-Cambridge_1871_in_Luxembourg_Arachnida_Theriidae/links/546b04630cf20dedafd3a3a7/The-first-record-of-the-tangle-web-spider-Sardinidion-blackwalli-O-P-Cambridge-1871-in-Luxembourg-Arachnida-Theriidae.pdf	115	NA	255	257
T Blick	The long-lasting story of the wrong naming of Silometopus ambiguus as S. curtus (Araneae: Linyphiidae)	2014	Article	Arachnologische Mitteilungen: Arachnology Letters		https://pdfs.semanticscholar.org/8dd7/9fc541bf2f385f2f4f4a2f74bfb66b6764ff.pdf	47	NA	45	48
H Vanuytven	Theridion asopi n. sp., a new member of the Theridion melanurum group (Araneae: Theridiidae) in Europe	2014	Article	Arachnology		https://bioone.org/journals/arachnology/volume-16/issue-4/arac.2014.16.4.127/iTheridion-asopi-i-n-sp-A-New-Member-of-the/10.13156/arac.2014.16.4.127.short	16	4	127	134
J Noordijk, J Bink, H Wijnhoven	Uitbreiding van de hooiwagen Astrobunus leavipes (Opiliones)	2014	Article	Nederlandse Faunistische Mededelingen		https://natuurtijdschriften.nl/pub/1002139	42	NA	11	17
C Muster, M Meyer	Verbreitungsatlas der Weberknechte des Großherzogtums Luxemburg	2014	Book	Ferrantia		https://mndi.museunacional.ufrj.br/aracnologia/pdfliteratura/Muster%20&%20Meyer%202014%20Luxembourg%20-%20Ferrantia70.pdf	70	NA	1	112
T Blick, WHO Dorow	Weitere Tiergruppen im Naturwaldreservat Kinzigaue (Hessen). Untersuchungszeitraum 1999-2001	2014	Article	Naturwaldreservate in Hessen	callistus.de	http://www.callistus.de/pdf_theo/Blick_109_&Dorow_NWRHessen13_WeitereTiergruppen.pdf	13	NA	161	192
A Staudt	Zur Bedeutung der Trockenhänge an Maas und Mosel für die Wanderung thermophiler Spinnenarten über Lothringen in die Saar-Region (Arachnida: Araneae)	2014	Article	Abhandlungen der Delattinia		https://www.delattinia.de/sites/default/files/pdf/abhandlungen/Delattinia_Abh_40_2014_013-048_Staudt.pdf	40	NA	13	48
JO Wolff, SN Gorb	Adhesive foot pads: an adaptation to climbing? An ecological survey in hunting spiders	2015	Article	Zoology		https://www.sciencedirect.com/science/article/pii/S0944200614000749	118	1	1	7
J Noordijk, H Wijnhoven, J Bink	de hooiwagen nelima gothica nieuw voor nederland (opiliones)	2015	Article	Nederlandse Faunistische Mededelingen		https://natuurtijdschriften.nl/pub/1002164	44	NA	17	27
H Wijnhoven, CE Prieto	Dicranopalpus caudatus Dresco, 1948: Not a synonym of Dicranopalpus ramosus (Simon, 1909) but a valid species after all (Arachnida, Opiliones)	2015	Article	Revista Ibérica de Aracnología		https://www.researchgate.net/publication/280013118_Dicranopalpus_caudatus_Dresco_1948_Not_a_synonym_of_Dicranopalpus_ramosus_Simon_1909_but_a_valid_species_after_all_Arachnida_Opiliones	26	NA	25	34
H Haase, B Balkenhol	Die Auswirkung der Habitatheterogenität des Dubringer Moores auf die Spinnenfauna (Araneae)	2015	Article	Arachnologische Mitteilungen: Arachnology Letters		https://pdfs.semanticscholar.org/7892/9624ee376f9079ad1e54451a6fe271f13366.pdf	50	NA	91	106
C Hörweg	Die Vierfleck-Zartspinne, Anyphaena accentuata (Araneae: Anyphaenidae), Europäische Spinne des Jahres 2015	2015	Article	Arachnologische Mitteilungen: Arachnology Letters		https://www.researchgate.net/profile/Christoph-Hoerweg/publication/280562636_Die_Vierfleck-Zartspinne_Anyphaena_accentuata_Araneae_Anyphaenidae_Europaische_Spinne_des_Jahres_2015/links/55b9d5f608ae092e965b4a10/Die-Vierfleck-Zartspinne-Anyphaena-accentuata-Araneae-Anyphaenidae-Europaeische-Spinne-des-Jahres-2015.pdf	50	NA	61	64
S Toft	Distribution and life-cycle of Nelima gothica (Opiliones, Sclerosomatidae) in Danish dunes.	2015	Article	Arachnologische Mitteilungen: Arachnology Letters		https://www.researchgate.net/profile/Soren-Toft-2/publication/281191734_Distribution_and_life-cycle_of_Nelima_gothica_Opiliones_Sclerosomatidae_in_Danish_dunes/links/56b1c93408ae5ec4ed49b4ec/Distribution-and-life-cycle-of-Nelima-gothica-Opiliones-Sclerosomatidae-in-Danish-dunes.pdf	50	NA	22	29
M Hiřman	Diverzita sekáčů (Arachnida: Opiliones) Evropy	2015	Thesis		Univerzita Karlova, Přírodovědecká fakulta	https://dspace.cuni.cz/handle/20.500.11956/69728	NA	NA	1	34
B Zimmermann	Erste Belege und Bissereignisse von Mildes Dorn finger (Cheiracanthium mildei/Araneae: Miturgidae) in Vorarlberg (Österreich/Austria)	2015	Article	inatura–Forschung online		https://www.rgblick.ch/aktuell/nebenbei/ForschOn_2015_016_0001-0003.pdf	16	NA	1	3
PJ van Helsdingen, F IJsselstijn	Heliophanus tribulosus (Araneae, Salticidae) waargenomen in Nederland	2015	Article	Nieuwsbrief SPINED		https://natuurtijdschriften.nl/pub/1000240	35	NA	13	14
S Déjean	Lathys nielseni (Schenkel, 1932)(Araneae, Dictynidae), une espèce confirmée pour la faune de France découverte sur la commune de Toulouse	2015	Article	Revue Arachnologique		http://asfra.fr/Site/Rev-Arachnologie/N2/Dejean2015_L.nielseni.pdf	2	2	20	22
S Christian	Micaria subopaca (Westring, 1861), Scotophaeus blackwalli (Thorell, 1871) and S. scutulatus (L. Koch, 1866): three species of gnaphosids new to Luxembourg …	2015	Article	Bulletin de la Société des naturalistes luxembourgeois		https://araneae.nmbe.ch/pdfs/Christian%202015%20BullSocNatLuxemb%20117%20p87-90.pdf	117	NA	87	90
R Rozwalka, T Rutkowski…	Occurrence of Talavera aperta (Miller, 1971)(Araneae: Salticidae) in Poland	2015	Article	Biological Letters		https://robertrozwalka.wordpress.com/wp-content/uploads/2017/11/p90.pdf	52	NA	3	9
R Rozwalka, T Rutkowski, W Starega…	Occurrence of Thanatus atratus Simon, 1875 (Araneae: Philodromidae) in Poland	2015	Article	Biological Letters		https://search.proquest.com/openview/80242cbb05ddc4db401ac210fe715a8e/1?pq-origsite=gscholar&cbl=2026356	52	NA	11	17
R Breitling, M Lemke, T Bauer, M Hohner…	Phantom spiders: notes on dubious spider species from Europe	2015	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/user_upload/psb_publicationmanagement/pdf/AM50_65_80.pdf	50	NA	65	80
C Muster, T Blick	Pseudoscorpions (Arachnida: Pseudoscorpiones) in Strict Forest Reserves in Hesse (Germany).	2015	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/aramit/pdf/Heft_50/AM50_37_50.pdf	50	NA	37	50
R Rozwałka	Rozmieszczenie synantropijnych i ekspansywnych gatunków kosarzy (Arachnida: Opiliones) w polskich Karpatach	2015	Article	Roczniki Bieszczadzkie		https://archiwum.bdpn.pl/dokumenty/roczniki/rb23/art12.pdf	23	NA	211	224
R Rozwałka, S Łysiak	Rzadkie gatunki pająków ArAneAe RezeRwatu góRy piepRzowe Rare spider species Araneae of the góry pieprzowe Reserve	2015	Article	Przegląd Przyrodniczy		https://www.researchgate.net/profile/Robert-Rozwalka/publication/318659770_Rozwalka_R_Lysiak_S_2015_Rzadkie_gatunki_pajakow_Araneae_rezerwatu_Gory_Pieprzowe_Przeglad_Przyrodniczy_261_45-56/links/59762583aca2728d02703373/Rozwalka-R-Lysiak-S-2015-Rzadkie-gatunki-pajakow-Araneae-rezerwatu-Gory-Pieprzowe-Przeglad-Przyrodniczy-261-45-56.pdf	26	1	45	56
C Muster, G Gaudig, M Krebs, H Joosten	Sphagnum farming: the promised land for peat bog species?	2015	Article	Biodiversity and Conservation	Springer	https://link.springer.com/article/10.1007/s10531-015-0922-8	24		1989	2009
T Blick	Spinnenuntersuchungen (Arachnida: Araneae) am Rabenstein im Osten des Nationalparks Kellerwald-Edersee (Hessen)	2015	Article	Phillippia		http://callistus.de/downloads/callistus_blick_2015_nationalpark_kellerwald_edersee_spinnen.pdf	16	4	295	314
A Hänggi, S Straub	Storage buildings and greenhouses as stepping stones for non-native potentially invasive spiders (Araneae)–a baseline study in Basel, Switzerland.	2015	Article	Arachnologische Mitteilungen: Arachnology Letters		https://pdfs.semanticscholar.org/d81a/efa68f5614e48f37f8a3d6fa743e99078c67.pdf	51	NA	1	8
R Rozwałka, J Stachowicz	The first record of Clubiona saxatilis CL Koch, 1867 (Araneae: Clubionidae) in Poland	2015	Article	Fragmenta faunistica		https://www.researchgate.net/profile/Robert-Rozwalka/publication/318659775_The_first_record_of_Clubiona_saxatilis_CL_Koch_1867_Araneae_Clubionidae_in_Poland/links/59762688a6fdcc8348aa2dfa/The-first-record-of-Clubiona-saxatilis-CL-Koch-1867-Araneae-Clubionidae-in-Poland.pdf	58	NA	59	63
